id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,review_scores_rating_missing,review_scores_accuracy_missing,review_scores_cleanliness_missing,review_scores_checkin_missing,review_scores_communication_missing,review_scores_location_missing,review_scores_value_missing
46589304,Large 3BR Deluxe Apartment near West Coast Plaza,"Situated in the West Coast of Singapore, my apartment gives guests the option to stay in somewhere other than the city centre. If you’re looking to try authentic Singapore hawker fare, look no further than the Clementi West Market and Food Centre just across the street.","Other than the Clementi West Market and Food Centre which is just across the street, the apartment is also a 5-minute car ride away the National University of Singapore, and a 10-minute car ride from the science and technology hubs of Biopolis and Fusionopolis.<br /><br />Looking for quality bonding time with your family? Sentosa takes a mere 19-min drive to reach! If you wish to venture further, Legoland in Johor Bahru is about an hour drive away (subject to immigration clearance).<br /><br />If you like being close to nature, you’ll be spoilt with the wide variety of nature parks around the area - Kent Ridge Park, the Southern Ridges, Pasir Panjang beach park and Labrador Park just a short drive away.",376693750,Randell,2020-11-23,Unknown,"Hello there! I’m Randell. Welcome to Singapore! :) It is always a joy for me to meet new people which had driven me to stay in the customer service industry for almost a decade. Thus, if you need help with a comfortable home-away-from-home, look no further and drop me a request! Moreover, I always believe that good food is the foundation of genuine happiness so I’ll be more than happy to recommend you to all my favourite local delights :)",Unknown,0.97,0.68,f,https://a0.muscache.com/im/pictures/user/ea7233cc-721f-47c6-bf69-77a5db010510.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea7233cc-721f-47c6-bf69-77a5db010510.jpg?aki_policy=profile_x_medium,Clementi,2,2,['phone'],t,t,"Singapore, Singapore",Clementi,West Region,1.30449,103.76522,Entire condo,Entire home/apt,7,2.0,2 baths,3.0,4.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Exterior security cameras on property"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Iron"", ""Shower gel"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Baby bath"", ""Long term stays allowed"", ""BBQ grill"", ""Paid parking on premises"", ""Smoking allowed"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Self check-in"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",351.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,0,0,0,270,0,0,0,0,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,2,2,0,0,0.0,1,1,1,1,1,1,1
46590239,Modern 1BR Deluxe Apartment in West Coast,"Sitting on the fringe of the city’s dynamic science and technology cluster, just minutes away from National University of Singapore, Singapore Science Park and one-north. Yet, being adjacent to West Coast Park, it offers a tranquil respite within the comfort and familiarity of a city. Be treated to scenic views of West Coast Park and coastal breezes as stress and tension melt away the moment you enter. Modern conveniences and comforts are always at hand. Also, we provide complimentary breakfast!","Across the apartment at West Coast Park, the sprawling greenery offers guests the opportunity to enjoy peaceful outdoor strolls and be close to the sea. Also, the apartment is located close to a host of dining, retail and lifestyle establishments for guests to choose from.",376700307,Randell,2020-11-23,Unknown,"Hello there! I’m Randell and hey, Welcome to Singapore! :) It is always a joy for me to meet new people which had driven me to stay in the customer service industry for almost a decade. Thus, if you need help with a comfortable home-away-from-home, look no further and drop me a request! Moreover, I always believe that good food is the foundation of genuine happiness so I’ll be more than happy to recommend you to all my favourite local delights :)",within a few hours,0.8,1.0,f,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_x_medium,Clementi,6,6,"['email', 'phone']",t,t,"Singapore, Singapore",Clementi,West Region,1.29869,103.76417,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Iron"", ""Shower gel"", ""Washer"", ""Hangers"", ""Baby bath"", ""Long term stays allowed"", ""BBQ grill"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Self check-in"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",475.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,t,22,50,80,322,0,0,0,85,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,6,6,0,0,0.0,1,1,1,1,1,1,1
46590765,2BR Deluxe Family Apartment in West Coast,"Sitting on the fringe of the city’s dynamic science and technology cluster, just minutes away from National University of Singapore, Singapore Science Park and one-north. Yet, being adjacent to West Coast Park, it offers a tranquil respite within the comfort and familiarity of a city. Be treated to scenic views of West Coast Park and coastal breezes as stress and tension melt away the moment you enter. Modern conveniences and comforts are always at hand. Also, we provide complimentary breakfast!","Across the apartment at West Coast Park, the sprawling greenery offers guests the opportunity to enjoy peaceful outdoor strolls and be close to the sea. Also, the apartment is located close to a host of dining, retail and lifestyle establishments for guests to choose from.",376700307,Randell,2020-11-23,Unknown,"Hello there! I’m Randell and hey, Welcome to Singapore! :) It is always a joy for me to meet new people which had driven me to stay in the customer service industry for almost a decade. Thus, if you need help with a comfortable home-away-from-home, look no further and drop me a request! Moreover, I always believe that good food is the foundation of genuine happiness so I’ll be more than happy to recommend you to all my favourite local delights :)",within a few hours,0.8,1.0,f,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_x_medium,Clementi,6,6,"['email', 'phone']",t,t,"Singapore, Singapore",Clementi,West Region,1.30016,103.76376,Entire serviced apartment,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Baby bath"", ""Body soap"", ""TV"", ""BBQ grill"", ""Microwave"", ""Bed linens"", ""High chair"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Self check-in"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",671.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,t,24,48,78,320,0,0,0,83,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,6,6,0,0,0.0,1,1,1,1,1,1,1
46591065,Tranquil 2BR Deluxe Apartment near West Coast Park,"Sitting on the fringe of the city’s dynamic science and technology cluster, just minutes away from National University of Singapore, Singapore Science Park and one-north. Yet, being adjacent to West Coast Park, it offers a tranquil respite within the comfort and familiarity of a city. Be treated to scenic views of West Coast Park and coastal breezes as stress and tension melt away the moment you enter. Modern conveniences and comforts are always at hand. Also, we provide complimentary breakfast!","Across the apartment at West Coast Park, the sprawling greenery offers guests the opportunity to enjoy peaceful outdoor strolls and be close to the sea. Also, the apartment is located close to a host of dining, retail and lifestyle establishments for guests to choose from.",376700307,Randell,2020-11-23,Unknown,"Hello there! I’m Randell and hey, Welcome to Singapore! :) It is always a joy for me to meet new people which had driven me to stay in the customer service industry for almost a decade. Thus, if you need help with a comfortable home-away-from-home, look no further and drop me a request! Moreover, I always believe that good food is the foundation of genuine happiness so I’ll be more than happy to recommend you to all my favourite local delights :)",within a few hours,0.8,1.0,f,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_x_medium,Clementi,6,6,"['email', 'phone']",t,t,"Singapore, Singapore",Clementi,West Region,1.29995,103.76604,Entire serviced apartment,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Iron"", ""Shower gel"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Baby bath"", ""Long term stays allowed"", ""BBQ grill"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Pets allowed"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Self check-in"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",503.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,t,0,0,23,57,0,0,0,26,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,6,6,0,0,0.0,1,1,1,1,1,1,1
46605955,Recharge with us - 2BR Deluxe Apt in the West,"Sitting on the fringe of the city’s dynamic science and technology cluster, just minutes away from National University of Singapore, Singapore Science Park and one-north. Yet, being adjacent to West Coast Park, it offers a tranquil respite within the comfort and familiarity of a city. Be treated to scenic views of West Coast Park and coastal breezes as stress and tension melt away the moment you enter. Modern conveniences and comforts are always at hand. Also, we provide complimentary breakfast!","Across the apartment at West Coast Park, the sprawling greenery offers guests the opportunity to enjoy peaceful outdoor strolls and be close to the sea. Also, the apartment is located close to a host of dining, retail and lifestyle establishments for guests to choose from.",376700307,Randell,2020-11-23,Unknown,"Hello there! I’m Randell and hey, Welcome to Singapore! :) It is always a joy for me to meet new people which had driven me to stay in the customer service industry for almost a decade. Thus, if you need help with a comfortable home-away-from-home, look no further and drop me a request! Moreover, I always believe that good food is the foundation of genuine happiness so I’ll be more than happy to recommend you to all my favourite local delights :)",within a few hours,0.8,1.0,f,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_x_medium,Clementi,6,6,"['email', 'phone']",t,t,"Singapore, Singapore",Clementi,West Region,1.29996,103.76571,Entire serviced apartment,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Iron"", ""Shower gel"", ""Washer"", ""Hangers"", ""Baby bath"", ""Long term stays allowed"", ""BBQ grill"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Self check-in"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",536.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,t,0,0,26,268,2,2,0,31,0,24,12864.0,2025-05-01,2025-08-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Authorised Serviced Apartment,t,6,6,0,0,0.4,0,0,0,0,0,0,0
46606151,Comfy 1BR Deluxe Apartment near West Coast Park,"Sitting on the fringe of the city’s dynamic science and technology cluster, just minutes away from National University of Singapore, Singapore Science Park and one-north. Yet, being adjacent to West Coast Park, it offers a tranquil respite within the comfort and familiarity of a city. Be treated to scenic views of West Coast Park and coastal breezes as stress and tension melt away the moment you enter. Modern conveniences and comforts are always at hand. Also, we provide complimentary breakfast!","Across the apartment at West Coast Park, the sprawling greenery offers guests the opportunity to enjoy peaceful outdoor strolls and be close to the sea. Also, the apartment is located close to a host of dining, retail and lifestyle establishments for guests to choose from.",376700307,Randell,2020-11-23,Unknown,"Hello there! I’m Randell and hey, Welcome to Singapore! :) It is always a joy for me to meet new people which had driven me to stay in the customer service industry for almost a decade. Thus, if you need help with a comfortable home-away-from-home, look no further and drop me a request! Moreover, I always believe that good food is the foundation of genuine happiness so I’ll be more than happy to recommend you to all my favourite local delights :)",within a few hours,0.8,1.0,f,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_x_medium,Clementi,6,6,"['email', 'phone']",t,t,"Singapore, Singapore",Clementi,West Region,1.29834,103.76583,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Iron"", ""Shower gel"", ""Washer"", ""Hangers"", ""Baby bath"", ""Long term stays allowed"", ""Body soap"", ""BBQ grill"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Self check-in"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",356.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,t,0,0,23,57,0,0,0,26,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,6,6,0,0,0.0,1,1,1,1,1,1,1
46606472,1BR Deluxe Apartment in the West,"Sitting on the fringe of the city’s dynamic science and technology cluster, just minutes away from National University of Singapore, Singapore Science Park and one-north. Yet, being adjacent to West Coast Park, it offers a tranquil respite within the comfort and familiarity of a city. Be treated to scenic views of West Coast Park and coastal breezes as stress and tension melt away the moment you enter. Modern conveniences and comforts are always at hand.","Across the apartment at West Coast Park, the sprawling greenery offers guests the opportunity to enjoy peaceful outdoor strolls and be close to the sea. Also, the apartment is located close to a host of dining, retail and lifestyle establishments for guests to choose from.",376700307,Randell,2020-11-23,Unknown,"Hello there! I’m Randell and hey, Welcome to Singapore! :) It is always a joy for me to meet new people which had driven me to stay in the customer service industry for almost a decade. Thus, if you need help with a comfortable home-away-from-home, look no further and drop me a request! Moreover, I always believe that good food is the foundation of genuine happiness so I’ll be more than happy to recommend you to all my favourite local delights :)",within a few hours,0.8,1.0,f,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7cb13b05-371f-43bc-95e5-b43be5a6189c.jpg?aki_policy=profile_x_medium,Clementi,6,6,"['email', 'phone']",t,t,"Singapore, Singapore",Clementi,West Region,1.29869,103.76415,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Iron"", ""Shower gel"", ""Washer"", ""Hangers"", ""Baby bath"", ""Long term stays allowed"", ""BBQ grill"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Self check-in"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",380.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,t,0,0,26,268,0,0,0,31,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,t,6,6,0,0,0.0,1,1,1,1,1,1,1
46669109,Spacious and beautiful 3 bedroom at Clementi,A lively development for both ex-pats and families with very modern features and strategically located within 10minutes walk to Clementi MRT Station and bus stop just outside the condominium.<br />It is accessible by PIE and AYE expressway. Amenities within walking such as 24hours gas station cums express mini market. There are big eateries just behind the condominium.<br /><br />Housekeeping not included,Unknown,238891646,Neha,2019-01-25,"Uttar Pradesh, India","I have been into Hospitality since long and can assure you the best of services for my guest.

I am available at all times",within an hour,1.0,0.68,f,https://a0.muscache.com/im/pictures/user/59baa2d3-7dff-4854-b4d5-7d58a725645d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/59baa2d3-7dff-4854-b4d5-7d58a725645d.jpg?aki_policy=profile_x_medium,Queenstown,135,144,"['email', 'phone']",t,t,Unknown,Central Water Catchment,North Region,1.351,103.81921,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Dryer"", ""Smoke alarm"", ""Gym"", ""Long term stays allowed"", ""Essentials"", ""Dedicated workspace"", ""Air conditioning"", ""Refrigerator"", ""TV"", ""BBQ grill"", ""Pool"", ""Microwave"", ""Cooking basics"", ""Backyard"", ""Kitchen"", ""Washer"", ""Hangers"", ""Wifi""]",350.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,28,58,88,363,1,0,0,93,0,0,0.0,2021-02-28,2021-02-28,4.0,4.0,5.0,5.0,5.0,5.0,4.0,Authorised Serviced Apartment,f,135,134,1,0,0.02,0,0,0,0,0,0,0
46684451,"500 M to JURONG EAST MRT, 3BR SPACE","Your 3 bedroom apartment is equipped with modern features, giving out splendid views from your living area making it an ideal space for your stay in Singapore.<br /><br />This property is located in one of the most popular areas of West-side, close to Jurong MRT equipped with all facilities and appliances the apartment makes your stay just perfect.","Strategically located with Jurong East MRT station and bus interchange located within 3mins walk from the condo.<br /><br />Located near five huge shopping malls, guest will be spoil for choices when it comes to dining and shopping.<br /><br />Famous with ex-pats working in Tuas, Jurong Island. It is accessible by PIE and AYE expressway. Near to the popular shopping belt namely JEM, Westgate, IMM, J Cube, Big Box.",156409670,Tushita,2017-10-27,Unknown,"Hi, 

I am a part of the global marketplace that exists to solve all your leisure and corporate travel needs by delivering premium and bespoke serviced apartments in Singapore, Hong Kong, Australia and other APAC regions. All the apartments checked through a 100-point checklist to make it the best accommodation for you.  

Not only accommodation, my team can also help you with other services such as Airport pick-up, Breakfast pack*, Meet & Greet service at maximum apartments. 

Book with us and enjoy your future stay !!! 
",a few days or more,0.33,0.11,f,https://a0.muscache.com/im/pictures/user/4ab93148-a9c4-4209-b43a-264986e10039.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ab93148-a9c4-4209-b43a-264986e10039.jpg?aki_policy=profile_x_medium,Crows Nest,289,545,"['email', 'phone']",t,t,"Singapore, Singapore",Jurong East,West Region,1.33632,103.74319,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,3.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Patio or balcony"", ""Wifi"", ""Clothing storage"", ""Dryer"", ""Air conditioning"", ""Safe"", ""Dining table"", ""Elevator"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Toaster"", ""Long term stays allowed"", ""BBQ grill"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Wine glasses"", ""Kitchen"", ""Hot water kettle"", ""Crib""]",310.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,29,59,89,364,0,0,0,94,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,f,120,119,1,0,0.0,1,1,1,1,1,1,1
46685647,WEST COAST WALK 3-BR / 4-MINS TO BUS-STOP,"Located in West side of the city, an apt choice for families or corporates travelling to Singapore. Spacious 3-bedroom which comes with modern home appliances and facilities. Easy accessibility in Singapore city via MRT and half-an hour drive to International airport.","Located within 10minutes walk to Clementi MRT Station and bus stop, Clementi Stadium just outside the condominium.<br /><br />It is accessible by PIE and AYE expressway. Amenities within walking such as 24hours gas station cums express mini market. There are big eateries just behind the condominium.",156409670,Tushita,2017-10-27,Unknown,"Hi, 

I am a part of the global marketplace that exists to solve all your leisure and corporate travel needs by delivering premium and bespoke serviced apartments in Singapore, Hong Kong, Australia and other APAC regions. All the apartments checked through a 100-point checklist to make it the best accommodation for you.  

Not only accommodation, my team can also help you with other services such as Airport pick-up, Breakfast pack*, Meet & Greet service at maximum apartments. 

Book with us and enjoy your future stay !!! 
",a few days or more,0.33,0.11,f,https://a0.muscache.com/im/pictures/user/4ab93148-a9c4-4209-b43a-264986e10039.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ab93148-a9c4-4209-b43a-264986e10039.jpg?aki_policy=profile_x_medium,Crows Nest,289,545,"['email', 'phone']",t,t,"Singapore, Singapore",Clementi,West Region,1.30987,103.7619,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Oven"", ""Dishes and silverware"", ""Freezer"", ""Refrigerator"", ""Cooking basics"", ""Backyard"", ""Patio or balcony"", ""Private entrance"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Shared pool"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""BBQ grill"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Bathtub"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Cleaning available during stay"", ""Kitchen"", ""Crib""]",280.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,29,59,89,364,0,0,0,94,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,f,120,119,1,0,0.0,1,1,1,1,1,1,1
46686166,"Walk to Mt. Elizabeth, Splendid 2BR-1Bath (55sqm)","Merely a walk to Tan Tock Seng hospital, Elizabeth and Novena MRT, this beautiful 2-bedroom space apt for 4 guests. With utilities and all amenities included, you are just 5-mins away from Bugis Shopping district and Orchard. Free Wi-Fi in public areas and parking available along with Gym, Pool, garden and barbecues are on-site. Guests staying here for medical purpose will look forward to the easy walk to the different medical centres","Nestled in the charming street along Shan Rd. within an attractive location connected by city conveniences on foot, car and the MRT.<br /><br />A few minutes on foot will bring you to a varieties of food choices along a vibrant stretch of shop houses & shopping malls such as Novena Square, United Square and Velocity and dining options. Guests staying here for medical purpose will look forward to the easy walk to the Mount Elizabeth Hospital, Novena. <br /><br />Walk within 5-minutes to Novena MRT Station, just one stop away from Orchard MRT Station and easy connectivity to the rest of Singapore via the Central Expressway (CTE) and the Pan Island Expressway (PIE).",138649185,Sidharth,2017-07-05,Unknown,"Hosting around 200+ properties, I am a part of the global marketplace that exists to solve all your leisure and corporate travel needs by delivering premium and bespoke serviced apartments in Singapore, Hong Kong, Australia and other APAC regions. All the apartments checked through a 100-point checklist to make it the best accommodation for you.  

Feel confident that you will have a comfortable and a satisfying stay with a clean and welcoming apartment, Keys available at the agreed time, Working internet connection, Prompt & efficient attention to your queries.

My team will also assist you with services like Airport/local transfers, Breakfast pack for selected properties, Meet & Greet service for our maximum apartments. 

Book today and enjoy the stay!!! 

",within a day,0.74,0.12,f,https://a0.muscache.com/im/pictures/user/26acfa45-7a03-4082-909f-60af7ba41efe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/26acfa45-7a03-4082-909f-60af7ba41efe.jpg?aki_policy=profile_x_medium,Central,517,885,"['email', 'phone']",t,t,"Singapore, Singapore",Novena,Central Region,1.32389,103.8475,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Dishes and silverware"", ""Freezer"", ""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Backyard"", ""Patio or balcony"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Safe"", ""Dining table"", ""Shared pool"", ""Elevator"", ""Iron"", ""Shower gel"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Washer"", ""Hangers"", ""Toaster"", ""Long term stays allowed"", ""BBQ grill"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Cleaning available during stay"", ""Wine glasses"", ""Conditioner"", ""Kitchen"", ""Hot water kettle"", ""Rice maker"", ""Shampoo""]",425.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,t,22,52,82,357,10,2,0,87,2,24,10200.0,2023-01-09,2025-01-31,4.9,4.8,4.9,4.5,4.8,5.0,4.7,Authorised Serviced Apartment,f,219,219,0,0,0.3,0,0,0,0,0,0,0
